1602577355245968384,0.02824,-0.14902,-0.33936,0.63435,-0.76719,-0.09253,0.02135,-0.10094,-0.13361,-0.23255,
1602577355346052608,0.05325,-0.21903,-0.34686,0.57519,-0.81223,-0.09708,-0.00329,0.09651,-0.12311,-0.12055,
1602577356647049216,0.01793,-0.00240,0.00634,0.76535,-0.60734,-0.16079,-0.13976,0.00690,0.00358,0.00173,
